Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths
07/29/2020,02/01/2020,07/25/2020,United States,All,Under 1 year,14.0
07/29/2020,02/01/2020,07/25/2020,United States,All,1-4 years,9.0
07/29/2020,02/01/2020,07/25/2020,United States,All,5-14 years,19.0
07/29/2020,02/01/2020,07/25/2020,United States,All,15-24 years,202.0
07/29/2020,02/01/2020,07/25/2020,United States,All,25-34 years,992.0
07/29/2020,02/01/2020,07/25/2020,United States,All,35-44 years,2554.0
07/29/2020,02/01/2020,07/25/2020,United States,All,45-54 years,6927.0
07/29/2020,02/01/2020,07/25/2020,United States,All,55-64 years,16648.0
07/29/2020,02/01/2020,07/25/2020,United States,All,65-74 years,28353.0
07/29/2020,02/01/2020,07/25/2020,United States,All,75-84 years,35806.0
07/29/2020,02/01/2020,07/25/2020,United States,All,85 years and over,44055.0
07/29/2020,02/01/2020,07/25/2020,United States,All,All Ages,135579.0
07/29/2020,02/01/2020,07/25/2020,United States,Male,Under 1 year,8.0
07/29/2020,02/01/2020,07/25/2020,United States,Male,1-4 years,4.0
07/29/2020,02/01/2020,07/25/2020,United States,Male,5-14 years,15.0
07/29/2020,02/01/2020,07/25/2020,United States,Male,15-24 years,129.0
07/29/2020,02/01/2020,07/25/2020,United States,Male,25-34 years,675.0
07/29/2020,02/01/2020,07/25/2020,United States,Male,35-44 years,1791.0
07/29/2020,02/01/2020,07/25/2020,United States,Male,45-54 years,4814.0
07/29/2020,02/01/2020,07/25/2020,United States,Male,55-64 years,10961.0
07/29/2020,02/01/2020,07/25/2020,United States,Male,65-74 years,17576.0
07/29/2020,02/01/2020,07/25/2020,United States,Male,75-84 years,19530.0
07/29/2020,02/01/2020,07/25/2020,United States,Male,85 years and over,17181.0
07/29/2020,02/01/2020,07/25/2020,United States,Male,All ages,72684.0
07/29/2020,02/01/2020,07/25/2020,United States,Female,Under 1 year,6.0
07/29/2020,02/01/2020,07/25/2020,United States,Female,1-4 years,5.0
07/29/2020,02/01/2020,07/25/2020,United States,Female,5-14 years,4.0
07/29/2020,02/01/2020,07/25/2020,United States,Female,15-24 years,73.0
07/29/2020,02/01/2020,07/25/2020,United States,Female,25-34 years,317.0
07/29/2020,02/01/2020,07/25/2020,United States,Female,35-44 years,763.0
07/29/2020,02/01/2020,07/25/2020,United States,Female,45-54 years,2113.0
07/29/2020,02/01/2020,07/25/2020,United States,Female,55-64 years,5687.0
07/29/2020,02/01/2020,07/25/2020,United States,Female,65-74 years,10776.0
07/29/2020,02/01/2020,07/25/2020,United States,Female,75-84 years,16275.0
07/29/2020,02/01/2020,07/25/2020,United States,Female,85 years and over,26871.0
07/29/2020,02/01/2020,07/25/2020,United States,Female,All ages,62890.0
07/29/2020,02/01/2020,07/25/2020,United States,Unknown,All ages,5.0
07/29/2020,02/01/2020,07/25/2020,United States Total,All,All Ages,135579.0
07/29/2020,02/01/2020,07/25/2020,Alabama,Male,Under 1 year,0.0
07/29/2020,02/01/2020,07/25/2020,Alabama,Male,1-4 years,0.0
07/29/2020,02/01/2020,07/25/2020,Alabama,Male,5-14 years,0.0
07/29/2020,02/01/2020,07/25/2020,Alabama,Male,15-24 years,0.0
07/29/2020,02/01/2020,07/25/2020,Alabama,Male,25-34 years,
07/29/2020,02/01/2020,07/25/2020,Alabama,Male,35-44 years,14.0
07/29/2020,02/01/2020,07/25/2020,Alabama,Male,45-54 years,61.0
07/29/2020,02/01/2020,07/25/2020,Alabama,Male,55-64 years,117.0
07/29/2020,02/01/2020,07/25/2020,Alabama,Male,65-74 years,191.0
07/29/2020,02/01/2020,07/25/2020,Alabama,Male,75-84 years,208.0
07/29/2020,02/01/2020,07/25/2020,Alabama,Male,85 years and over,144.0
07/29/2020,02/01/2020,07/25/2020,Alabama,Male,All ages,744.0
07/29/2020,02/01/2020,07/25/2020,Alabama,Female,Under 1 year,0.0
07/29/2020,02/01/2020,07/25/2020,Alabama,Female,1-4 years,0.0
07/29/2020,02/01/2020,07/25/2020,Alabama,Female,5-14 years,0.0
07/29/2020,02/01/2020,07/25/2020,Alabama,Female,15-24 years,0.0
07/29/2020,02/01/2020,07/25/2020,Alabama,Female,25-34 years,
07/29/2020,02/01/2020,07/25/2020,Alabama,Female,35-44 years,16.0
07/29/2020,02/01/2020,07/25/2020,Alabama,Female,45-54 years,37.0
07/29/2020,02/01/2020,07/25/2020,Alabama,Female,55-64 years,89.0
07/29/2020,02/01/2020,07/25/2020,Alabama,Female,65-74 years,167.0
07/29/2020,02/01/2020,07/25/2020,Alabama,Female,75-84 years,177.0
07/29/2020,02/01/2020,07/25/2020,Alabama,Female,85 years and over,219.0
07/29/2020,02/01/2020,07/25/2020,Alabama,Female,All ages,709.0
07/29/2020,02/01/2020,07/25/2020,Alabama,Unknown,All ages,0.0
07/29/2020,02/01/2020,07/25/2020,Alabama Total,All,All Ages,1453.0
07/29/2020,02/01/2020,07/25/2020,Alaska,Male,Under 1 year,0.0
07/29/2020,02/01/2020,07/25/2020,Alaska,Male,1-4 years,0.0
07/29/2020,02/01/2020,07/25/2020,Alaska,Male,5-14 years,0.0
07/29/2020,02/01/2020,07/25/2020,Alaska,Male,15-24 years,0.0
07/29/2020,02/01/2020,07/25/2020,Alaska,Male,25-34 years,0.0
07/29/2020,02/01/2020,07/25/2020,Alaska,Male,35-44 years,0.0
07/29/2020,02/01/2020,07/25/2020,Alaska,Male,45-54 years,0.0
07/29/2020,02/01/2020,07/25/2020,Alaska,Male,55-64 years,0.0
07/29/2020,02/01/2020,07/25/2020,Alaska,Male,65-74 years,
07/29/2020,02/01/2020,07/25/2020,Alaska,Male,75-84 years,
07/29/2020,02/01/2020,07/25/2020,Alaska,Male,85 years and over,
07/29/2020,02/01/2020,07/25/2020,Alaska,Male,All ages,
07/29/2020,02/01/2020,07/25/2020,Alaska,Female,Under 1 year,0.0
07/29/2020,02/01/2020,07/25/2020,Alaska,Female,1-4 years,0.0
07/29/2020,02/01/2020,07/25/2020,Alaska,Female,5-14 years,0.0
07/29/2020,02/01/2020,07/25/2020,Alaska,Female,15-24 years,0.0
07/29/2020,02/01/2020,07/25/2020,Alaska,Female,25-34 years,
07/29/2020,02/01/2020,07/25/2020,Alaska,Female,35-44 years,0.0
07/29/2020,02/01/2020,07/25/2020,Alaska,Female,45-54 years,
07/29/2020,02/01/2020,07/25/2020,Alaska,Female,55-64 years,
07/29/2020,02/01/2020,07/25/2020,Alaska,Female,65-74 years,
07/29/2020,02/01/2020,07/25/2020,Alaska,Female,75-84 years,
07/29/2020,02/01/2020,07/25/2020,Alaska,Female,85 years and over,0.0
07/29/2020,02/01/2020,07/25/2020,Alaska,Female,All ages,
07/29/2020,02/01/2020,07/25/2020,Alaska,Unknown,All ages,0.0
07/29/2020,02/01/2020,07/25/2020,Alaska Total,All,All Ages,14.0
07/29/2020,02/01/2020,07/25/2020,Arizona,Male,Under 1 year,0.0
07/29/2020,02/01/2020,07/25/2020,Arizona,Male,1-4 years,
07/29/2020,02/01/2020,07/25/2020,Arizona,Male,5-14 years,
07/29/2020,02/01/2020,07/25/2020,Arizona,Male,15-24 years,
07/29/2020,02/01/2020,07/25/2020,Arizona,Male,25-34 years,32.0
07/29/2020,02/01/2020,07/25/2020,Arizona,Male,35-44 years,57.0
07/29/2020,02/01/2020,07/25/2020,Arizona,Male,45-54 years,133.0
07/29/2020,02/01/2020,07/25/2020,Arizona,Male,55-64 years,258.0
07/29/2020,02/01/2020,07/25/2020,Arizona,Male,65-74 years,348.0
07/29/2020,02/01/2020,07/25/2020,Arizona,Male,75-84 years,434.0
07/29/2020,02/01/2020,07/25/2020,Arizona,Male,85 years and over,342.0
07/29/2020,02/01/2020,07/25/2020,Arizona,Male,All ages,1616.0
07/29/2020,02/01/2020,07/25/2020,Arizona,Female,Under 1 year,0.0
07/29/2020,02/01/2020,07/25/2020,Arizona,Female,1-4 years,0.0
07/29/2020,02/01/2020,07/25/2020,Arizona,Female,5-14 years,0.0
07/29/2020,02/01/2020,07/25/2020,Arizona,Female,15-24 years,
07/29/2020,02/01/2020,07/25/2020,Arizona,Female,25-34 years,15.0
07/29/2020,02/01/2020,07/25/2020,Arizona,Female,35-44 years,28.0
07/29/2020,02/01/2020,07/25/2020,Arizona,Female,45-54 years,55.0
07/29/2020,02/01/2020,07/25/2020,Arizona,Female,55-64 years,157.0
07/29/2020,02/01/2020,07/25/2020,Arizona,Female,65-74 years,255.0
07/29/2020,02/01/2020,07/25/2020,Arizona,Female,75-84 years,318.0
07/29/2020,02/01/2020,07/25/2020,Arizona,Female,85 years and over,368.0
07/29/2020,02/01/2020,07/25/2020,Arizona,Female,All ages,1200.0
07/29/2020,02/01/2020,07/25/2020,Arizona,Unknown,All ages,0.0
07/29/2020,02/01/2020,07/25/2020,Arizona Total,All,All Ages,2816.0
07/29/2020,02/01/2020,07/25/2020,Arkansas,Male,Under 1 year,0.0
07/29/2020,02/01/2020,07/25/2020,Arkansas,Male,1-4 years,0.0
07/29/2020,02/01/2020,07/25/2020,Arkansas,Male,5-14 years,0.0
07/29/2020,02/01/2020,07/25/2020,Arkansas,Male,15-24 years,
07/29/2020,02/01/2020,07/25/2020,Arkansas,Male,25-34 years,
07/29/2020,02/01/2020,07/25/2020,Arkansas,Male,35-44 years,
07/29/2020,02/01/2020,07/25/2020,Arkansas,Male,45-54 years,20.0
07/29/2020,02/01/2020,07/25/2020,Arkansas,Male,55-64 years,46.0
07/29/2020,02/01/2020,07/25/2020,Arkansas,Male,65-74 years,45.0
07/29/2020,02/01/2020,07/25/2020,Arkansas,Male,75-84 years,63.0
07/29/2020,02/01/2020,07/25/2020,Arkansas,Male,85 years and over,35.0
07/29/2020,02/01/2020,07/25/2020,Arkansas,Male,All ages,218.0
07/29/2020,02/01/2020,07/25/2020,Arkansas,Female,Under 1 year,
07/29/2020,02/01/2020,07/25/2020,Arkansas,Female,1-4 years,0.0
07/29/2020,02/01/2020,07/25/2020,Arkansas,Female,5-14 years,0.0
07/29/2020,02/01/2020,07/25/2020,Arkansas,Female,15-24 years,
07/29/2020,02/01/2020,07/25/2020,Arkansas,Female,25-34 years,
07/29/2020,02/01/2020,07/25/2020,Arkansas,Female,35-44 years,
07/29/2020,02/01/2020,07/25/2020,Arkansas,Female,45-54 years,
07/29/2020,02/01/2020,07/25/2020,Arkansas,Female,55-64 years,20.0
07/29/2020,02/01/2020,07/25/2020,Arkansas,Female,65-74 years,20.0
07/29/2020,02/01/2020,07/25/2020,Arkansas,Female,75-84 years,42.0
07/29/2020,02/01/2020,07/25/2020,Arkansas,Female,85 years and over,77.0
07/29/2020,02/01/2020,07/25/2020,Arkansas,Female,All ages,182.0
07/29/2020,02/01/2020,07/25/2020,Arkansas,Unknown,All ages,0.0
07/29/2020,02/01/2020,07/25/2020,Arkansas Total,All,All Ages,400.0
07/29/2020,02/01/2020,07/25/2020,California,Male,Under 1 year,0.0
07/29/2020,02/01/2020,07/25/2020,California,Male,1-4 years,0.0
07/29/2020,02/01/2020,07/25/2020,California,Male,5-14 years,0.0
07/29/2020,02/01/2020,07/25/2020,California,Male,15-24 years,
07/29/2020,02/01/2020,07/25/2020,California,Male,25-34 years,53.0
07/29/2020,02/01/2020,07/25/2020,California,Male,35-44 years,156.0
07/29/2020,02/01/2020,07/25/2020,California,Male,45-54 years,379.0
07/29/2020,02/01/2020,07/25/2020,California,Male,55-64 years,762.0
07/29/2020,02/01/2020,07/25/2020,California,Male,65-74 years,1096.0
07/29/2020,02/01/2020,07/25/2020,California,Male,75-84 years,1079.0
07/29/2020,02/01/2020,07/25/2020,California,Male,85 years and over,964.0
07/29/2020,02/01/2020,07/25/2020,California,Male,All ages,4495.0
07/29/2020,02/01/2020,07/25/2020,California,Female,Under 1 year,0.0
07/29/2020,02/01/2020,07/25/2020,California,Female,1-4 years,0.0
07/29/2020,02/01/2020,07/25/2020,California,Female,5-14 years,0.0
07/29/2020,02/01/2020,07/25/2020,California,Female,15-24 years,
07/29/2020,02/01/2020,07/25/2020,California,Female,25-34 years,17.0
07/29/2020,02/01/2020,07/25/2020,California,Female,35-44 years,59.0
07/29/2020,02/01/2020,07/25/2020,California,Female,45-54 years,145.0
07/29/2020,02/01/2020,07/25/2020,California,Female,55-64 years,298.0
07/29/2020,02/01/2020,07/25/2020,California,Female,65-74 years,551.0
07/29/2020,02/01/2020,07/25/2020,California,Female,75-84 years,840.0
07/29/2020,02/01/2020,07/25/2020,California,Female,85 years and over,1389.0
07/29/2020,02/01/2020,07/25/2020,California,Female,All ages,3304.0
07/29/2020,02/01/2020,07/25/2020,California,Unknown,All ages,0.0
07/29/2020,02/01/2020,07/25/2020,California Total,All,All Ages,7799.0
07/29/2020,02/01/2020,07/25/2020,Colorado,Male,Under 1 year,0.0
07/29/2020,02/01/2020,07/25/2020,Colorado,Male,1-4 years,0.0
07/29/2020,02/01/2020,07/25/2020,Colorado,Male,5-14 years,0.0
07/29/2020,02/01/2020,07/25/2020,Colorado,Male,15-24 years,
07/29/2020,02/01/2020,07/25/2020,Colorado,Male,25-34 years,
07/29/2020,02/01/2020,07/25/2020,Colorado,Male,35-44 years,15.0
07/29/2020,02/01/2020,07/25/2020,Colorado,Male,45-54 years,59.0
07/29/2020,02/01/2020,07/25/2020,Colorado,Male,55-64 years,119.0
07/29/2020,02/01/2020,07/25/2020,Colorado,Male,65-74 years,208.0
07/29/2020,02/01/2020,07/25/2020,Colorado,Male,75-84 years,264.0
07/29/2020,02/01/2020,07/25/2020,Colorado,Male,85 years and over,271.0
07/29/2020,02/01/2020,07/25/2020,Colorado,Male,All ages,946.0
07/29/2020,02/01/2020,07/25/2020,Colorado,Female,Under 1 year,0.0
07/29/2020,02/01/2020,07/25/2020,Colorado,Female,1-4 years,0.0
07/29/2020,02/01/2020,07/25/2020,Colorado,Female,5-14 years,0.0
07/29/2020,02/01/2020,07/25/2020,Colorado,Female,15-24 years,
07/29/2020,02/01/2020,07/25/2020,Colorado,Female,25-34 years,
07/29/2020,02/01/2020,07/25/2020,Colorado,Female,35-44 years,
07/29/2020,02/01/2020,07/25/2020,Colorado,Female,45-54 years,18.0
07/29/2020,02/01/2020,07/25/2020,Colorado,Female,55-64 years,41.0
07/29/2020,02/01/2020,07/25/2020,Colorado,Female,65-74 years,118.0
07/29/2020,02/01/2020,07/25/2020,Colorado,Female,75-84 years,205.0
07/29/2020,02/01/2020,07/25/2020,Colorado,Female,85 years and over,350.0
07/29/2020,02/01/2020,07/25/2020,Colorado,Female,All ages,742.0
07/29/2020,02/01/2020,07/25/2020,Colorado,Unknown,All ages,0.0
07/29/2020,02/01/2020,07/25/2020,Colorado Total,All,All Ages,1688.0
07/29/2020,02/01/2020,07/25/2020,Connecticut,Male,Under 1 year,0.0
07/29/2020,02/01/2020,07/25/2020,Connecticut,Male,1-4 years,0.0
07/29/2020,02/01/2020,07/25/2020,Connecticut,Male,5-14 years,0.0
07/29/2020,02/01/2020,07/25/2020,Connecticut,Male,15-24 years,
07/29/2020,02/01/2020,07/25/2020,Connecticut,Male,25-34 years,
07/29/2020,02/01/2020,07/25/2020,Connecticut,Male,35-44 years,16.0
07/29/2020,02/01/2020,07/25/2020,Connecticut,Male,45-54 years,69.0
07/29/2020,02/01/2020,07/25/2020,Connecticut,Male,55-64 years,213.0
07/29/2020,02/01/2020,07/25/2020,Connecticut,Male,65-74 years,429.0
07/29/2020,02/01/2020,07/25/2020,Connecticut,Male,75-84 years,538.0
07/29/2020,02/01/2020,07/25/2020,Connecticut,Male,85 years and over,679.0
07/29/2020,02/01/2020,07/25/2020,Connecticut,Male,All ages,1954.0
07/29/2020,02/01/2020,07/25/2020,Connecticut,Female,Under 1 year,0.0
07/29/2020,02/01/2020,07/25/2020,Connecticut,Female,1-4 years,0.0
07/29/2020,02/01/2020,07/25/2020,Connecticut,Female,5-14 years,0.0
07/29/2020,02/01/2020,07/25/2020,Connecticut,Female,15-24 years,
07/29/2020,02/01/2020,07/25/2020,Connecticut,Female,25-34 years,
07/29/2020,02/01/2020,07/25/2020,Connecticut,Female,35-44 years,
07/29/2020,02/01/2020,07/25/2020,Connecticut,Female,45-54 years,26.0
07/29/2020,02/01/2020,07/25/2020,Connecticut,Female,55-64 years,109.0
07/29/2020,02/01/2020,07/25/2020,Connecticut,Female,65-74 years,273.0
07/29/2020,02/01/2020,07/25/2020,Connecticut,Female,75-84 years,522.0
07/29/2020,02/01/2020,07/25/2020,Connecticut,Female,85 years and over,1139.0
07/29/2020,02/01/2020,07/25/2020,Connecticut,Female,All ages,2083.0
07/29/2020,02/01/2020,07/25/2020,Connecticut,Unknown,All ages,0.0
07/29/2020,02/01/2020,07/25/2020,Connecticut Total,All,All Ages,4037.0
07/29/2020,02/01/2020,07/25/2020,Delaware,Male,Under 1 year,0.0
07/29/2020,02/01/2020,07/25/2020,Delaware,Male,1-4 years,0.0
07/29/2020,02/01/2020,07/25/2020,Delaware,Male,5-14 years,0.0
07/29/2020,02/01/2020,07/25/2020,Delaware,Male,15-24 years,
07/29/2020,02/01/2020,07/25/2020,Delaware,Male,25-34 years,
07/29/2020,02/01/2020,07/25/2020,Delaware,Male,35-44 years,
07/29/2020,02/01/2020,07/25/2020,Delaware,Male,45-54 years,10.0
07/29/2020,02/01/2020,07/25/2020,Delaware,Male,55-64 years,30.0
07/29/2020,02/01/2020,07/25/2020,Delaware,Male,65-74 years,67.0
07/29/2020,02/01/2020,07/25/2020,Delaware,Male,75-84 years,68.0
07/29/2020,02/01/2020,07/25/2020,Delaware,Male,85 years and over,63.0
07/29/2020,02/01/2020,07/25/2020,Delaware,Male,All ages,245.0
07/29/2020,02/01/2020,07/25/2020,Delaware,Female,Under 1 year,0.0
07/29/2020,02/01/2020,07/25/2020,Delaware,Female,1-4 years,0.0
07/29/2020,02/01/2020,07/25/2020,Delaware,Female,5-14 years,0.0
07/29/2020,02/01/2020,07/25/2020,Delaware,Female,15-24 years,
07/29/2020,02/01/2020,07/25/2020,Delaware,Female,25-34 years,
07/29/2020,02/01/2020,07/25/2020,Delaware,Female,35-44 years,
07/29/2020,02/01/2020,07/25/2020,Delaware,Female,45-54 years,15.0
07/29/2020,02/01/2020,07/25/2020,Delaware,Female,55-64 years,21.0
07/29/2020,02/01/2020,07/25/2020,Delaware,Female,65-74 years,41.0
07/29/2020,02/01/2020,07/25/2020,Delaware,Female,75-84 years,68.0
07/29/2020,02/01/2020,07/25/2020,Delaware,Female,85 years and over,130.0
07/29/2020,02/01/2020,07/25/2020,Delaware,Female,All ages,282.0
07/29/2020,02/01/2020,07/25/2020,Delaware,Unknown,All ages,0.0
07/29/2020,02/01/2020,07/25/2020,Delaware Total,All,All Ages,527.0
07/29/2020,02/01/2020,07/25/2020,DC,Male,Under 1 year,
07/29/2020,02/01/2020,07/25/2020,DC,Male,1-4 years,0.0
07/29/2020,02/01/2020,07/25/2020,DC,Male,5-14 years,0.0
07/29/2020,02/01/2020,07/25/2020,DC,Male,15-24 years,0.0
07/29/2020,02/01/2020,07/25/2020,DC,Male,25-34 years,
07/29/2020,02/01/2020,07/25/2020,DC,Male,35-44 years,16.0
07/29/2020,02/01/2020,07/25/2020,DC,Male,45-54 years,40.0
07/29/2020,02/01/2020,07/25/2020,DC,Male,55-64 years,71.0
07/29/2020,02/01/2020,07/25/2020,DC,Male,65-74 years,119.0
07/29/2020,02/01/2020,07/25/2020,DC,Male,75-84 years,82.0
07/29/2020,02/01/2020,07/25/2020,DC,Male,85 years and over,56.0
07/29/2020,02/01/2020,07/25/2020,DC,Male,All ages,389.0
07/29/2020,02/01/2020,07/25/2020,DC,Female,Under 1 year,0.0
07/29/2020,02/01/2020,07/25/2020,DC,Female,1-4 years,0.0
07/29/2020,02/01/2020,07/25/2020,DC,Female,5-14 years,0.0
07/29/2020,02/01/2020,07/25/2020,DC,Female,15-24 years,0.0
07/29/2020,02/01/2020,07/25/2020,DC,Female,25-34 years,
07/29/2020,02/01/2020,07/25/2020,DC,Female,35-44 years,
07/29/2020,02/01/2020,07/25/2020,DC,Female,45-54 years,21.0
07/29/2020,02/01/2020,07/25/2020,DC,Female,55-64 years,43.0
07/29/2020,02/01/2020,07/25/2020,DC,Female,65-74 years,65.0
07/29/2020,02/01/2020,07/25/2020,DC,Female,75-84 years,58.0
07/29/2020,02/01/2020,07/25/2020,DC,Female,85 years and over,83.0
07/29/2020,02/01/2020,07/25/2020,DC,Female,All ages,276.0
07/29/2020,02/01/2020,07/25/2020,DC,Unknown,All ages,0.0
07/29/2020,02/01/2020,07/25/2020,District of Columbia Total,All,All Ages,665.0
07/29/2020,02/01/2020,07/25/2020,Florida,Male,Under 1 year,0.0
07/29/2020,02/01/2020,07/25/2020,Florida,Male,1-4 years,0.0
07/29/2020,02/01/2020,07/25/2020,Florida,Male,5-14 years,
07/29/2020,02/01/2020,07/25/2020,Florida,Male,15-24 years,
07/29/2020,02/01/2020,07/25/2020,Florida,Male,25-34 years,23.0
07/29/2020,02/01/2020,07/25/2020,Florida,Male,35-44 years,78.0
07/29/2020,02/01/2020,07/25/2020,Florida,Male,45-54 years,154.0
07/29/2020,02/01/2020,07/25/2020,Florida,Male,55-64 years,352.0
07/29/2020,02/01/2020,07/25/2020,Florida,Male,65-74 years,628.0
07/29/2020,02/01/2020,07/25/2020,Florida,Male,75-84 years,824.0
07/29/2020,02/01/2020,07/25/2020,Florida,Male,85 years and over,725.0
07/29/2020,02/01/2020,07/25/2020,Florida,Male,All ages,2789.0
07/29/2020,02/01/2020,07/25/2020,Florida,Female,Under 1 year,0.0
07/29/2020,02/01/2020,07/25/2020,Florida,Female,1-4 years,0.0
07/29/2020,02/01/2020,07/25/2020,Florida,Female,5-14 years,
07/29/2020,02/01/2020,07/25/2020,Florida,Female,15-24 years,
07/29/2020,02/01/2020,07/25/2020,Florida,Female,25-34 years,16.0
07/29/2020,02/01/2020,07/25/2020,Florida,Female,35-44 years,33.0
07/29/2020,02/01/2020,07/25/2020,Florida,Female,45-54 years,63.0
07/29/2020,02/01/2020,07/25/2020,Florida,Female,55-64 years,179.0
07/29/2020,02/01/2020,07/25/2020,Florida,Female,65-74 years,401.0
07/29/2020,02/01/2020,07/25/2020,Florida,Female,75-84 years,636.0
07/29/2020,02/01/2020,07/25/2020,Florida,Female,85 years and over,975.0
07/29/2020,02/01/2020,07/25/2020,Florida,Female,All ages,2309.0
07/29/2020,02/01/2020,07/25/2020,Florida,Unknown,All ages,0.0
07/29/2020,02/01/2020,07/25/2020,Florida Total,All,All Ages,5098.0
07/29/2020,02/01/2020,07/25/2020,Georgia,Male,Under 1 year,
07/29/2020,02/01/2020,07/25/2020,Georgia,Male,1-4 years,0.0
07/29/2020,02/01/2020,07/25/2020,Georgia,Male,5-14 years,0.0
07/29/2020,02/01/2020,07/25/2020,Georgia,Male,15-24 years,
07/29/2020,02/01/2020,07/25/2020,Georgia,Male,25-34 years,22.0
07/29/2020,02/01/2020,07/25/2020,Georgia,Male,35-44 years,21.0
07/29/2020,02/01/2020,07/25/2020,Georgia,Male,45-54 years,106.0
07/29/2020,02/01/2020,07/25/2020,Georgia,Male,55-64 years,216.0
07/29/2020,02/01/2020,07/25/2020,Georgia,Male,65-74 years,378.0
07/29/2020,02/01/2020,07/25/2020,Georgia,Male,75-84 years,409.0
07/29/2020,02/01/2020,07/25/2020,Georgia,Male,85 years and over,272.0
07/29/2020,02/01/2020,07/25/2020,Georgia,Male,All ages,1427.0
07/29/2020,02/01/2020,07/25/2020,Georgia,Female,Under 1 year,0.0
07/29/2020,02/01/2020,07/25/2020,Georgia,Female,1-4 years,0.0
07/29/2020,02/01/2020,07/25/2020,Georgia,Female,5-14 years,0.0
07/29/2020,02/01/2020,07/25/2020,Georgia,Female,15-24 years,
07/29/2020,02/01/2020,07/25/2020,Georgia,Female,25-34 years,10.0
07/29/2020,02/01/2020,07/25/2020,Georgia,Female,35-44 years,25.0
07/29/2020,02/01/2020,07/25/2020,Georgia,Female,45-54 years,60.0
07/29/2020,02/01/2020,07/25/2020,Georgia,Female,55-64 years,147.0
07/29/2020,02/01/2020,07/25/2020,Georgia,Female,65-74 years,259.0
07/29/2020,02/01/2020,07/25/2020,Georgia,Female,75-84 years,369.0
07/29/2020,02/01/2020,07/25/2020,Georgia,Female,85 years and over,446.0
07/29/2020,02/01/2020,07/25/2020,Georgia,Female,All ages,1319.0
07/29/2020,02/01/2020,07/25/2020,Georgia,Unknown,All ages,0.0
07/29/2020,02/01/2020,07/25/2020,Georgia Total,All,All Ages,2746.0
07/29/2020,02/01/2020,07/25/2020,Hawaii,Male,Under 1 year,0.0
07/29/2020,02/01/2020,07/25/2020,Hawaii,Male,1-4 years,0.0
07/29/2020,02/01/2020,07/25/2020,Hawaii,Male,5-14 years,0.0
07/29/2020,02/01/2020,07/25/2020,Hawaii,Male,15-24 years,0.0
07/29/2020,02/01/2020,07/25/2020,Hawaii,Male,25-34 years,0.0
07/29/2020,02/01/2020,07/25/2020,Hawaii,Male,35-44 years,0.0
07/29/2020,02/01/2020,07/25/2020,Hawaii,Male,45-54 years,
07/29/2020,02/01/2020,07/25/2020,Hawaii,Male,55-64 years,
07/29/2020,02/01/2020,07/25/2020,Hawaii,Male,65-74 years,
07/29/2020,02/01/2020,07/25/2020,Hawaii,Male,75-84 years,
07/29/2020,02/01/2020,07/25/2020,Hawaii,Male,85 years and over,
07/29/2020,02/01/2020,07/25/2020,Hawaii,Male,All ages,13.0
07/29/2020,02/01/2020,07/25/2020,Hawaii,Female,Under 1 year,0.0
07/29/2020,02/01/2020,07/25/2020,Hawaii,Female,1-4 years,0.0
07/29/2020,02/01/2020,07/25/2020,Hawaii,Female,5-14 years,0.0
07/29/2020,02/01/2020,07/25/2020,Hawaii,Female,15-24 years,0.0
07/29/2020,02/01/2020,07/25/2020,Hawaii,Female,25-34 years,
07/29/2020,02/01/2020,07/25/2020,Hawaii,Female,35-44 years,0.0
07/29/2020,02/01/2020,07/25/2020,Hawaii,Female,45-54 years,
07/29/2020,02/01/2020,07/25/2020,Hawaii,Female,55-64 years,0.0
07/29/2020,02/01/2020,07/25/2020,Hawaii,Female,65-74 years,0.0
07/29/2020,02/01/2020,07/25/2020,Hawaii,Female,75-84 years,
07/29/2020,02/01/2020,07/25/2020,Hawaii,Female,85 years and over,
07/29/2020,02/01/2020,07/25/2020,Hawaii,Female,All ages,
07/29/2020,02/01/2020,07/25/2020,Hawaii,Unknown,All ages,0.0
07/29/2020,02/01/2020,07/25/2020,Hawaii Total,All,All Ages,22.0
07/29/2020,02/01/2020,07/25/2020,Idaho,Male,Under 1 year,0.0
07/29/2020,02/01/2020,07/25/2020,Idaho,Male,1-4 years,0.0
07/29/2020,02/01/2020,07/25/2020,Idaho,Male,5-14 years,0.0
07/29/2020,02/01/2020,07/25/2020,Idaho,Male,15-24 years,0.0
07/29/2020,02/01/2020,07/25/2020,Idaho,Male,25-34 years,0.0
07/29/2020,02/01/2020,07/25/2020,Idaho,Male,35-44 years,
07/29/2020,02/01/2020,07/25/2020,Idaho,Male,45-54 years,
07/29/2020,02/01/2020,07/25/2020,Idaho,Male,55-64 years,
07/29/2020,02/01/2020,07/25/2020,Idaho,Male,65-74 years,15.0
07/29/2020,02/01/2020,07/25/2020,Idaho,Male,75-84 years,26.0
07/29/2020,02/01/2020,07/25/2020,Idaho,Male,85 years and over,20.0
07/29/2020,02/01/2020,07/25/2020,Idaho,Male,All ages,70.0
07/29/2020,02/01/2020,07/25/2020,Idaho,Female,Under 1 year,0.0
07/29/2020,02/01/2020,07/25/2020,Idaho,Female,1-4 years,0.0
07/29/2020,02/01/2020,07/25/2020,Idaho,Female,5-14 years,0.0
07/29/2020,02/01/2020,07/25/2020,Idaho,Female,15-24 years,0.0
